,Episode,Best score so far,Eval score,"Eval, g: 0.0: mean_agg","Eval, g: 0.0: std_agg","Eval, g: 0.0: mean_C0","Eval, g: 0.0: mean_C1","Eval, g: 0.0: std_C0","Eval, g: 0.0: std_C1",Loss 1,Loss 2,"Train, Cost 1","Train, Cost 2","Train, Aggregated cost"
23,1200,3.140359942080391,5.075153025108447,5.075153025108447,5.075153025108447,3298.84946632049,95.87503359559997,5201.203118388056,9.772216648695986,12.599806785583496,2.905890464782715,8394.678468414779,107.52876239853998,12.91488995140735
24,1250,3.140359942080391,3.885043792195745,3.885043792195745,3.885043792195745,2525.278464927235,125.85705097746668,3075.548175935278,5.100585753060952,10.912779808044434,3.0954034328460693,6166.917543346599,111.5010921969,9.487565451302464
25,1300,3.140359942080391,3.6459768622945505,3.6459768622945505,3.6459768622945505,2369.8849604914576,155.55448421683334,2427.4643649019968,0.05266817306442163,8.841073036193848,3.0860228538513184,5282.593540106804,104.47922087133996,8.127066984779697
26,1350,3.140359942080391,6.142565020564681,6.142565020564681,6.142565020564681,3992.667263367043,155.59218672386666,5798.052888037609,0.1353103718980034,9.643709182739258,2.3833768367767334,10113.051319208369,102.15361911986001,15.558540491089794
27,1400,3.140359942080391,8.852150456345122,8.852150456345122,8.852150456345122,5753.897796624328,80.15958055163334,3882.7794010476728,2.2098604580734538,8.178763389587402,2.617290496826172,5358.88863725072,103.41691678779996,8.2444440573088
28,1450,3.140359942080391,4.4716088657446145,4.4716088657446145,4.4716088657446145,2906.5457627339997,155.56724947820004,3194.72688619536,0.06992460277786633,7.422569751739502,2.616075038909912,10980.803765754123,104.98046652016002,16.89354425500634
29,1500,3.140359942080391,4.555028188001724,4.555028188001724,4.555028188001724,2960.7683222011196,80.32446773470001,3779.0215814002177,1.6119523537297062,10.17945384979248,2.4887468814849854,5774.578682267276,101.62835041785998,8.883967203488115
30,1550,3.140359942080391,3.484582460104045,3.484582460104045,3.484582460104045,2264.9785990676296,128.14272131220002,2984.547580667345,6.140664337259362,7.0654425621032715,2.5795528888702393,9139.270538690149,103.50248152957997,14.060416213369463
31,1600,3.140359942080391,5.020982654767681,5.020982654767681,5.020982654767681,3263.6387255989926,82.42494260233333,3772.670909736141,2.8521205840748722,5.573872089385986,2.4823927879333496,8383.930071345,106.42334704848001,12.898353955915388
32,1650,3.140359942080391,5.779679721646513,5.779679721646513,5.779679721646513,3756.791819070232,139.1367004178667,5431.128056428857,7.9966403587120105,8.015547752380371,2.582991123199463,9319.568480403368,106.81306845622002,14.33779766215903
33,1700,3.140359942080391,5.123632991797444,5.123632991797444,5.123632991797444,3330.361444668339,77.14429535516666,3897.940911254672,4.133459838173159,8.137767791748047,2.5934712886810303,6781.03106500474,104.94614477465997,10.432355484622674
34,1750,3.140359942080391,7.188118364714326,7.188118364714326,7.188118364714326,4672.276937064312,137.16530491533337,7886.589355731002,12.162029645861207,8.874833106994629,2.370278835296631,13063.545829900559,95.47646440962001,20.097762815231633
35,1800,2.727945940907453,2.727945940907453,2.727945940907453,2.727945940907453,1773.1648615898446,95.34156884070002,1960.1580033510081,3.7294767828754294,10.044343948364258,2.4038212299346924,8936.444121561773,101.24044978712,13.74837557163349
36,1850,2.727945940907453,4.632585949524317,4.632585949524317,4.632585949524317,3011.1808671908066,99.85219394033332,3851.4551579753884,14.548628448153508,6.137002944946289,2.4071505069732666,10967.59612977446,103.24781208279997,16.87322481503763
37,1900,2.727945940907453,3.1138279101477573,3.1138279101477573,3.1138279101477573,2023.988141596042,155.04867660730002,2243.0368271941816,1.1329595089601083,10.164960861206055,2.5321602821350098,11272.464093934846,100.86562074749997,17.34225245220746
38,1950,2.727945940907453,30.066026256256098,30.066026256256098,30.066026256256098,19542.917066566464,80.29990474263332,3105.460502688457,1.8732891951490145,12.957304954528809,2.926311492919922,10105.872061187676,104.66200112801998,15.547495478750266
39,2000,2.727945940907453,3.7462604010744145,3.7462604010744145,3.7462604010744145,2435.06926069837,80.60553697769998,2257.1390951235476,18.421425399048886,10.646455764770508,3.2520334720611572,9689.305490920393,95.02245665290002,14.906623832185216
40,2050,2.727945940907453,6.242179692267928,6.242179692267928,6.242179692267928,4057.4167999741517,81.54893421546663,3948.4284381506873,1.7199047941672398,8.23891544342041,3.0640435218811035,10379.412463211396,106.41780901345999,15.968326866479067
41,2100,2.727945940907453,3.790104536878891,3.790104536878891,3.790104536878891,2463.5679489712797,155.55674762903337,3920.6665661753996,0.0861162990976283,14.100037574768066,3.0751805305480957,8118.033306427266,101.32190493236001,12.489282009888102
42,2150,2.727945940907453,3.9176363193325754,3.9176363193325754,3.9176363193325754,2546.4636075661742,89.78100488793332,2690.2500158497787,0.07242980653359289,4.744734764099121,3.2278454303741455,5113.0932701468,98.50230654964,7.866297338687385
43,2200,2.727945940907453,6.906700195540323,6.906700195540323,6.906700195540323,4489.35512710121,155.6022406612333,4185.591485123673,0.09053810377213273,13.735543251037598,3.490143060684204,7788.204606551626,104.97116517174001,11.98185324084865
44,2250,2.727945940907453,6.0433576068610835,6.0433576068610835,6.0433576068610835,3928.182444459705,155.58962749306667,4140.231161910207,0.09208830242578352,7.28031063079834,3.0890462398529053,9074.700745729935,105.59928535030002,13.961078070353748
45,2300,2.727945940907453,3.975900696259319,3.975900696259319,3.975900696259319,2584.3354525685572,129.14733630749998,2964.543258125116,5.76821803159891,12.16434383392334,3.450204372406006,9145.873199028565,111.64911905602001,14.070574152351634
46,2350,2.727945940907453,5.924801240570829,5.924801240570829,5.924801240570829,3851.1208063710374,155.58840267506667,5215.254031241436,0.11922449366642858,7.240635395050049,2.9990828037261963,7283.692440627019,104.25041365885998,11.205680677887724
47,2400,2.727945940907453,4.057727321253034,4.057727321253034,4.057727321253034,2637.522758814471,141.30731633433336,3056.4129308820525,7.694464182737315,8.245156288146973,3.152588367462158,7246.919599320928,106.57388972747998,11.149107075878353
48,2450,2.727945940907453,5.724216083152788,5.724216083152788,5.724216083152788,3720.7404540493135,119.80563149473332,4359.554376523286,8.818312785638797,7.963594436645508,3.139601469039917,4502.311382395987,107.16873812721998,6.9266328959938255
49,2500,2.727945940907453,3.821794289076442,3.821794289076442,3.821794289076442,2484.166287899687,77.0217343938,2761.8280812511225,6.250396516849011,4.408617973327637,2.7991626262664795,8284.221883767083,106.59642525896002,12.74495674425705
50,2550,2.727945940907453,3.2452397366916026,3.2452397366916026,3.2452397366916026,2109.4058288495416,89.3684612779,2544.3051791024386,8.53144957537903,12.074746131896973,3.508366823196411,7616.694470951392,104.66056456099997,11.71799149377137
51,2600,2.727945940907453,4.228632454097697,4.228632454097697,4.228632454097697,2748.6110951635046,82.60989178633329,3414.7103276623416,6.189339317680203,15.30095100402832,3.5329015254974365,7521.624310917616,101.48568832331998,11.571729709104028
52,2650,2.727945940907453,4.535185079115425,4.535185079115425,4.535185079115425,2947.8703014250264,83.51105620573334,4786.832506701034,7.641585750295606,3.634577751159668,3.386524200439453,6600.328546336749,109.78194533586002,10.154351609748849
53,2700,2.727945940907453,4.388723305120956,4.388723305120956,4.388723305120956,2852.6701483286215,81.11790474620001,2662.234376153251,1.424903688812945,15.172945022583008,3.6959140300750732,6445.851021445498,106.37402008856002,9.916693879146921
54,2750,2.727945940907453,8.452918961812863,8.452918961812863,8.452918961812863,5494.397325178362,75.48929109656667,5705.399065043631,7.495945917405804,8.248798370361328,3.9236841201782227,7993.875550744952,99.96089873419999,12.298270078069162
55,2800,2.727945940907453,6.214911407599581,6.214911407599581,6.214911407599581,4039.692414939727,104.26349009183335,5755.158923375326,12.889079972879976,8.374492645263672,4.27765417098999,4543.709207909415,108.54151234654002,6.990321858322175
56,2850,2.727945940907453,5.7174412992207975,5.7174412992207975,5.7174412992207975,3716.3368444935186,155.58542838790007,4347.743692685527,0.10183764273375119,6.6180219650268555,3.71703839302063,7976.245527046255,106.58756789281999,12.271146964686547
57,2900,2.727945940907453,3.8500285224868813,3.8500285224868813,3.8500285224868813,2502.5185396164734,99.54327924403331,2634.283077074774,12.815592138952622,5.2036614418029785,4.725371837615967,9193.112154811179,111.16703508498,14.14324946894028
58,2950,2.727945940907453,4.440270276378518,4.440270276378518,4.440270276378518,2886.1756796460377,81.51650316600002,3015.390548031037,1.3059407268869048,6.824368000030518,4.3737101554870605,6119.687246826777,108.46874437252,9.414903456656583
59,3000,2.727945940907453,8.243333412080904,8.243333412080904,8.243333412080904,5358.166717852587,90.74472249523333,5892.412655638653,15.558044743015552,2.184100866317749,4.389408588409424,7740.4372522050135,102.09201100280002,11.908365003392335
60,3050,2.727945940907453,3.059311364578048,3.059311364578048,3.059311364578048,1988.5523869757312,80.59418715086669,1810.7171477661432,1.7099749915559461,5.848355293273926,4.264209270477295,7563.86752194502,103.70549783762,11.636719264530793
61,3100,2.727945940907453,3.512834418145978,3.512834418145978,3.512834418145978,2283.3423717948854,81.30031352146666,2905.357410488841,8.784799113597167,7.124197006225586,3.7694756984710693,7299.851713758888,105.61048402408,11.230541098090596
62,3150,2.727945940907453,3.534427477520373,3.534427477520373,3.534427477520373,2297.3778603882424,78.8100557888,3332.4357803102293,5.462733864702658,5.640439987182617,4.372859477996826,10411.356673117034,107.38055463842,16.017471804795438
63,3200,2.727945940907453,5.996877219789876,5.996877219789876,5.996877219789876,3897.9701928634213,90.40538293290003,5097.676106199534,17.24772672597833,4.354069709777832,4.071990489959717,6890.477447872161,102.90663616814,10.600734535187938
64,3250,2.727945940907453,4.0653245727914955,4.0653245727914955,4.0653245727914955,2642.460972314472,155.5618669689,2740.9535691708325,0.062374751758242725,9.469897270202637,4.312271595001221,11004.093247855813,107.85845222418,16.929374227470486
65,3300,2.727945940907453,19.002646748181437,19.002646748181437,19.002646748181437,12351.720386317933,80.74464678256665,3677.1715151665203,0.754891494398392,11.846388816833496,4.832224369049072,9618.470700229549,107.93603923368002,14.797647231122378
66,3350,2.727945940907453,4.996596247263963,4.996596247263963,4.996596247263963,3247.7875607215747,155.57543311893335,6844.053261405245,0.1547966141745019,8.886129379272461,4.689256191253662,7746.304155868133,105.61733850807995,11.917391009027897
67,3400,2.727945940907453,5.733678246829956,5.733678246829956,5.733678246829956,3726.890860439472,79.34461215916666,5015.740087695066,2.7613105797508344,5.797003746032715,4.489924907684326,7891.914270357578,107.24929912325997,12.141406569780889
68,3450,2.727945940907453,4.88246924448296,4.88246924448296,4.88246924448296,3173.6050089139244,155.57358941156664,5802.488282482464,0.13082960029277235,6.498844623565674,4.864044666290283,7357.719466768101,100.28420962909996,11.319568410412462
69,3500,2.727945940907453,6.423314872144826,6.423314872144826,6.423314872144826,4175.154666894135,77.84805320133334,3942.454722709984,5.231969475688694,5.269179344177246,5.202751159667969,8096.0064900454345,102.04187759038,12.455394600069901
70,3550,2.727945940907453,5.848539578637083,5.848539578637083,5.848539578637083,3801.5507261141047,82.22559576583333,5097.296608578583,11.819817932957077,8.291388511657715,4.94383430480957,9309.5534388386,91.90024974605998,14.322389905905537
71,3600,2.727945940907453,7.537811640661685,7.537811640661685,7.537811640661685,4899.5775664300945,77.36524000823331,3957.8397846130424,5.383756944196747,6.700991153717041,4.958384990692139,7498.880560361883,98.01662210423997,11.536739323633666
72,3650,2.727945940907453,5.694759125221385,5.694759125221385,5.694759125221385,3701.5934313939,155.0846173828,5027.617591654816,1.1525495471678624,8.902969360351562,5.455807209014893,9132.605069642472,95.69185581899997,14.050161645603804
73,3700,2.727945940907453,14.603582920180177,14.603582920180177,14.603582920180177,9492.328898117115,77.83278050123333,5440.498127725412,8.982767905277289,4.575756072998047,5.169086933135986,8403.147510569595,97.14006712592001,12.92791924703015
74,3750,2.727945940907453,4.853287541558826,4.853287541558826,4.853287541558826,3154.6369020132374,77.93007892086668,3853.7651788830412,4.954624737448799,6.293212413787842,5.1683759689331055,5978.2496920771755,99.24003162598005,9.197307218580272
75,3800,2.727945940907453,20.05545087864945,20.05545087864945,20.05545087864945,13036.043071122142,80.18549973280001,3152.119571863295,4.291391026937756,8.471571922302246,5.227810859680176,8753.76185327479,95.01101020558002,13.467325928115057
76,3850,2.727945940907453,6.110182377244613,6.110182377244613,6.110182377244613,3971.618545208998,155.58746689010002,5043.339519475816,0.10578583225109765,7.64387845993042,5.4956841468811035,9759.50346466963,94.10239736128001,15.014620714876354
77,3900,2.727945940907453,4.7059198514131655,4.7059198514131655,4.7059198514131655,3058.847903418558,155.5699367835667,4790.038381950765,0.10666585463701822,3.355712652206421,5.164913654327393,12453.433982282102,100.18751226904001,19.15912920351092
78,3950,2.727945940907453,3.824211095687691,3.824211095687691,3.824211095687691,2485.7372121969984,78.31358243683334,3134.9738116185276,4.065749939465725,8.746649742126465,5.2707061767578125,8374.751683241024,105.64191951082,12.884233358832345
79,4000,2.727945940907453,5.608191567863257,5.608191567863257,5.608191567863257,3645.324519111116,91.00190429166669,5542.001645761524,15.017658791394744,6.7446818351745605,5.277795791625977,13685.964154803109,102.54984825273999,21.055329468927845
80,4050,2.727945940907453,29.258858827721145,29.258858827721145,29.258858827721145,19018.25823801874,78.99908182179999,4799.360636902223,4.646669691481421,11.660253524780273,5.486255168914795,8982.752534289726,96.14553476458005,13.819619283522659
81,4100,2.727945940907453,4.067485734754873,4.067485734754873,4.067485734754873,2643.865727590668,111.9036583473667,2816.7573461719508,24.051473197342627,4.334312915802002,5.7263970375061035,11040.096397504778,96.36998357098,16.9847636884689
82,4150,2.727945940907453,3.091580612233055,3.091580612233055,3.091580612233055,2009.5273979514866,155.5457431182667,2578.0178877039025,0.05523508277952792,7.010795593261719,5.3624267578125,10572.333459581796,96.9053124851,16.265128399356605
83,4200,2.727945940907453,4.1019288745596,4.1019288745596,4.1019288745596,2666.25376846374,129.9445619682,3228.8415408873925,13.474308827029695,8.096243858337402,5.050906181335449,10848.695623441592,97.96840589788002,16.6903009591409
84,4250,2.727945940907453,3.3479917262719017,3.3479917262719017,3.3479917262719017,2176.1946220767363,108.00672526746666,2266.200063347944,25.556535734365625,6.95591402053833,5.223409652709961,9059.909741588323,100.86423456409999,13.938322679366651
85,4300,2.727945940907453,4.5468921428168825,4.5468921428168825,4.5468921428168825,2955.4798928309733,155.56745705386666,4308.7710092936195,0.09409000851196075,8.164243698120117,6.111607074737549,7018.357880036634,105.3050411581,10.797473661594825
86,4350,2.727945940907453,4.448454449843328,4.448454449843328,4.448454449843328,2891.495392398162,155.5675660672,3090.6346449793336,0.06816067255265444,4.482603073120117,5.041733741760254,7678.888630304302,105.01733839366001,11.813674815852773
87,4400,2.727945940907453,4.512906102098814,4.512906102098814,4.512906102098814,2933.388966364231,79.41766720976666,4552.742680439219,18.682792121848603,4.276419162750244,5.291193008422852,5888.871648179343,102.52644745531998,9.059802535660527
88,4450,2.727945940907453,6.05523670928033,6.05523670928033,6.05523670928033,3935.9038610322154,155.58880296796667,5124.248268675854,0.11116870395655544,10.763398170471191,5.381567001342773,9277.452549115491,104.93809367174005,14.273003921716143
89,4500,2.727945940907453,4.5222388043159345,4.5222388043159345,4.5222388043159345,2939.455222805358,110.41591152176667,3505.4705188824405,19.9131700572584,4.290948867797852,5.558867454528809,7400.195855011343,106.27923121717998,11.384916700017454
90,4550,2.727945940907453,3.8848327673837497,3.8848327673837497,3.8848327673837497,2525.141298799436,123.86197169173333,3976.554156598539,8.736517765720942,6.693027973175049,4.858963489532471,6436.700471786317,105.71167576745998,9.902616110440487
91,4600,2.727945940907453,9.412143991718146,9.412143991718146,9.412143991718146,6117.893594616796,77.67848595476667,4498.925623123367,6.859937393859171,6.911105632781982,5.476565361022949,10975.162190421257,108.09880128655998,16.884864908340393
92,4650,2.727945940907453,4.187933833282144,4.187933833282144,4.187933833282144,2722.156991633393,99.44775123406666,2955.688112824136,19.156769261080683,1.8610700368881226,5.487017631530762,7295.986005990652,104.00117765632001,11.224593855370234
93,4700,2.727945940907453,7.604509943747962,7.604509943747962,7.604509943747962,4942.931463436175,77.07045594033333,5231.7169632672685,7.678657279717519,8.747976303100586,5.075124263763428,7599.598953399089,107.94906835229999,11.691690697537055
94,4750,2.727945940907453,4.765188838525024,4.765188838525024,4.765188838525024,3097.3727450412657,126.9667277249,3452.106493824199,17.937941835495952,5.789835453033447,4.9617438316345215,5444.56996616202,112.80171999530003,8.37626148640311
95,4800,2.727945940907453,5.417255441171467,5.417255441171467,5.417255441171467,3521.2160367614533,80.83613586510002,4971.77050879825,0.762838366513539,8.386402130126953,5.212652206420898,7427.368107190891,105.42069915370001,11.426720164909066
96,4850,2.727945940907453,7.385478363671015,7.385478363671015,7.385478363671015,4800.56093638616,79.05694451013336,4877.148318595608,4.886630230233547,3.4576730728149414,5.196197509765625,10780.184966951441,98.11797892553999,16.584899949156068
97,4900,2.727945940907453,7.199041058443758,7.199041058443758,7.199041058443758,4679.376687988444,94.1166447214,5860.317395841744,12.630109748814304,6.95208215713501,5.78895378112793,7452.712056149848,97.19596350828,11.46571085561515
98,4950,2.727945940907453,6.200566934219804,6.200566934219804,6.200566934219804,4030.36850724287,93.201537436,6477.732084344641,23.18584095420117,4.3346848487854,5.678874492645264,7546.457497759552,98.14734647703999,11.609934611937769
99,5000,2.727945940907453,4.977129331107912,4.977129331107912,4.977129331107912,3235.1340652201416,78.62581797909999,4025.7296845836454,15.097441010689346,2.4111247062683105,6.453150272369385,10106.727698071469,92.64469664351998,15.548811843186872
100,5050,2.727945940907453,15.095973398376822,15.095973398376822,15.095973398376822,9812.382708944933,81.32624018353334,2494.013642187971,1.034187396034964,11.463287353515625,5.278443336486816,8943.550211248374,102.31338907201999,13.75930801730519
101,5100,2.727945940907453,11.332674699210104,11.332674699210104,11.332674699210104,7366.238554486566,79.01439798676667,6457.481607090291,7.27225922757153,8.956517219543457,4.755805015563965,9296.254316320059,106.03507152377999,14.301929717415476
102,5150,2.727945940907453,4.802269766958673,4.802269766958673,4.802269766958673,3121.475348523137,155.57246186953336,3482.3810729240304,0.07906930586161101,8.748880386352539,4.8135271072387695,9335.432203559152,102.36191319774005,14.362203390091004
103,5200,2.727945940907453,4.728050006567181,4.728050006567181,4.728050006567181,3073.232504268666,80.8209069388,3296.248078048415,0.09367355266935043,6.9896087646484375,6.000603199005127,7924.457915380698,102.3934280971,12.19147371597031
104,5250,2.727945940907453,4.8020939249308,4.8020939249308,4.8020939249308,3121.36105120502,89.09299907153333,3493.6643711362985,24.787132139558203,7.1186933517456055,5.5095648765563965,9381.402109293515,100.22838453543999,14.432926321990031
105,5300,2.727945940907453,4.610210479445552,4.610210479445552,4.610210479445552,2996.6368116396097,119.88561628843334,4228.720933738721,14.66514972001372,8.865133285522461,6.866145610809326,8053.014633700957,107.60455738592005,12.389253282616862
106,5350,2.727945940907453,5.094203184020555,5.094203184020555,5.094203184020555,3311.23206961336,155.57479450729997,5905.551052428194,0.1236739452028141,8.22251033782959,7.11293888092041,10333.541375412919,92.42279023361999,15.897755962173722
107,5400,2.727945940907453,3.7875664216668885,3.7875664216668885,3.7875664216668885,2461.918174083478,75.72607205123334,2114.6849787642814,8.159808991909415,5.652068138122559,5.707852840423584,4093.969586614312,102.85595378226,6.298414748637404
108,5450,2.727945940907453,5.286754616733998,5.286754616733998,5.286754616733998,3436.3905008770985,155.57766629066666,4722.804329286506,0.10462941809173937,2.7287278175354004,5.270662307739258,7217.978693139254,104.29720865746002,11.104582604829623
109,5500,2.727945940907453,3.2109505024343434,3.2109505024343434,3.2109505024343434,2087.1178265823237,155.54897564943332,2036.9535318492265,0.04501898399888886,3.4852981567382812,5.300705432891846,8072.515900838712,105.64002469439997,12.419255232059554
110,5550,2.727945940907453,5.163683896177478,5.163683896177478,5.163683896177478,3356.39453251536,116.00569783949999,6355.340672393205,23.308829689449915,3.335871696472168,4.881715774536133,7589.238842003746,106.68976414417999,11.675752064621149
111,5600,2.727945940907453,3.068816018583034,3.068816018583034,3.068816018583034,1994.7304120789727,81.19507809210002,2020.9722884892492,2.4104637139991483,6.088576316833496,4.848774433135986,7540.297667069562,106.7068241141,11.600457949337784
112,5650,2.727945940907453,8.433995883338456,8.433995883338456,8.433995883338456,5482.097324169998,84.77023527233332,8612.629571843298,17.8347905710618,5.811960697174072,5.90690803527832,10523.415440469264,103.02307517292,16.18986990841425
113,5700,2.727945940907453,4.872264416707319,4.872264416707319,4.872264416707319,3166.971870859758,155.57072262526665,5295.126812523206,0.11044601120687043,5.0780816078186035,4.938632011413574,10335.046594147776,102.74786078396001,15.900071683304274
114,5750,2.727945940907453,4.41837863781227,4.41837863781227,4.41837863781227,2871.9461145779755,82.61295332733333,3616.707332164985,5.689622464197829,3.5159170627593994,5.592401504516602,6508.314066349728,105.00833775264,10.012790871307274
115,5800,2.727945940907453,3.3842914593971525,3.3842914593971525,3.3842914593971525,2199.7894486081486,155.55107690593331,2295.082935684966,0.050486262340742515,7.9489665031433105,6.089452266693115,8315.867527963752,105.63224774718005,12.793642350713464
116,5850,2.727945940907453,5.701256238092561,5.701256238092561,5.701256238092561,3705.816554760165,126.27952926866665,3620.489764664939,27.34695972168775,10.521377563476562,6.810628414154053,9496.861033484276,108.04588759733997,14.610555436129651
117,5900,2.727945940907453,3.1173584641129737,3.1173584641129737,3.1173584641129737,2026.2830016734335,155.54775734913335,2636.2593418606853,0.058701657360252464,4.861293315887451,5.476908206939697,8953.10257354802,107.87233865618,13.774003959304643
118,5950,2.727945940907453,5.510474430758365,5.510474430758365,5.510474430758365,3581.808379992937,80.73463183636666,5234.509670907013,1.2901220851010589,5.078577041625977,5.568454265594482,6134.701463105681,109.11832657838002,9.438002250931815
119,6000,2.727945940907453,7.335523083601496,7.335523083601496,7.335523083601496,4768.090004340973,88.7360340503,5192.482294845208,15.357736761542382,9.015779495239258,6.114300727844238,7974.464310779889,102.35024215038,12.268406631969063
120,6050,2.727945940907453,5.003407233645084,5.003407233645084,5.003407233645084,3252.214701869304,118.39607264286664,4603.526195411891,14.848635678324731,5.27631139755249,6.417136192321777,5975.422064403179,110.18430375946002,9.192957022158735
121,6100,2.727945940907453,3.447947319211878,3.447947319211878,3.447947319211878,2241.165757487722,97.24443494780002,2605.6181800689565,13.1420990349418,5.487051963806152,6.435440540313721,10152.091947832181,102.28943210136002,15.61860299666489
122,6150,2.727945940907453,4.617218024919541,4.617218024919541,4.617218024919541,3001.1917161977017,155.56913458496672,3774.019959594179,0.08378641996632043,7.954253673553467,5.175229072570801,8298.352714346242,107.31817518744003,12.7666964836096
